56f,30508,6,0.179565,0.739746,10.000000,0.000000,0.000000,0.000000,2.986328,96408.250000,25.500000
588,31017,6,0.023941,0.615234,9.890625,0.000000,0.000000,0.000000,3.199219,96402.390625,25.500000
5a1,31526,6,-0.095764,0.636719,10.023438,0.000000,0.000000,0.000000,3.113281,96404.765625,25.500000
5ba,32035,6,0.059845,0.617676,10.234375,0.000000,0.000000,0.000000,3.134766,96404.171875,25.500000
5d3,32544,6,-0.071777,0.883301,9.992188,0.000000,0.000000,0.000000,3.031250,96407.000000,25.500000
5ec,33053,6,0.131592,0.610352,9.976562,0.000000,0.000000,0.000000,3.072266,96405.875000,25.500000
605,33562,6,0.047882,0.571777,9.859375,0.000000,0.000000,0.000000,3.039062,96406.828125,25.500000
61e,34071,6,-0.136353,0.772949,10.000000,0.000000,0.000000,0.000000,3.064453,96406.093750,25.500000
637,34580,6,-0.026321,0.650879,10.117188,0.000000,0.000000,0.000000,3.062500,96406.148438,25.500000
650,35089,6,0.026321,0.610352,9.976562,0.000000,0.000000,0.000000,2.941406,96409.484375,25.500000
669,35598,6,0.081360,0.493164,9.898438,0.000000,0.000000,0.000000,3.005859,96407.734375,25.500000
682,36107,6,-0.114868,0.538574,9.968750,0.000000,0.000000,0.000000,2.929688,96409.796875,25.500000
69b,36616,6,0.019150,0.583984,9.937500,0.000000,0.000000,0.000000,2.972656,96408.609375,25.500000
6b4,37125,6,-0.076599,0.533691,9.992188,0.000000,0.000000,0.000000,3.056641,96406.320312,25.500000
6cd,37634,6,-0.062225,0.433350,9.882812,0.000000,0.000000,0.000000,3.066406,96406.031250,25.500000
6e6,38143,6,-0.083740,0.399658,9.906250,0.000000,0.000000,0.000000,3.082031,96405.640625,25.500000
6ff,38652,6,0.067017,0.437988,9.976562,0.000000,0.000000,0.000000,3.160156,96403.484375,25.500000
718,39161,6,0.143555,0.409180,9.773438,0.000000,0.000000,0.000000,3.101562,96405.078125,25.500000
731,39670,6,0.033508,0.440430,9.843750,0.000000,0.000000,0.000000,3.007812,96407.671875,25.500000
74a,40179,6,0.110107,0.500000,9.796875,0.000000,0.000000,0.000000,3.066406,96406.062500,25.500000
763,40688,6,-0.208252,0.493164,9.734375,0.000000,0.000000,0.000000,3.044922,96406.625000,25.250000
77c,41197,6,0.169922,0.514648,9.796875,0.000000,0.000000,0.000000,3.056641,96406.343750,25.250000
795,41706,6,0.052643,0.521484,9.468750,0.000000,0.000000,0.000000,2.970703,96408.664062,25.250000
7ae,42215,6,0.220215,0.734863,8.929688,0.000000,0.000000,0.000000,3.191406,96402.640625,25.250000
7c7,42724,6,0.129272,0.801758,9.593750,0.000000,0.000000,0.000000,3.058594,96406.281250,25.250000
7e0,43233,6,0.074219,0.856934,10.242188,0.000000,0.000000,0.000000,2.980469,96408.437500,25.500000
7f9,43742,6,0.093323,0.622070,9.976562,0.000000,0.000000,0.000000,2.804688,96413.250000,25.250000
812,44251,6,-0.016754,1.009766,9.976562,0.000000,0.000000,0.000000,2.671875,96416.867188,25.250000
82b,44760,6,0.007179,0.804199,9.992188,0.000000,0.000000,0.000000,2.445312,96423.093750,25.250000
844,45269,6,0.287109,0.619629,9.890625,0.000000,0.000000,0.000000,2.234375,96428.921875,25.250000
85d,45778,6,-0.040680,0.074219,10.007812,0.000000,0.000000,0.000000,2.138672,96431.531250,25.250000
876,46287,6,0.047882,0.322998,9.851562,0.000000,0.000000,0.000000,1.919922,96437.546875,25.250000
88f,46796,6,-0.155518,0.392578,9.906250,0.000000,0.000000,0.000000,1.892578,96438.281250,25.250000
8a8,47305,6,-0.311035,0.445312,9.898438,0.000000,0.000000,0.000000,1.621094,96445.757812,25.250000
8c1,47814,6,-0.129272,0.368652,9.976562,0.000000,0.000000,0.000000,1.656250,96444.812500,25.250000
8da,48323,6,-0.057434,0.466797,9.914062,0.000000,0.000000,0.000000,1.410156,96451.546875,25.250000
8f3,48832,6,-0.143555,0.406982,10.031250,0.000000,0.000000,0.000000,1.228516,96456.531250,25.250000
90c,49341,6,-0.028717,0.610352,9.828125,0.000000,0.000000,0.000000,1.171875,96458.109375,25.250000
925,49850,6,0.021545,0.550293,10.109375,0.000000,0.000000,0.000000,0.892578,96465.781250,25.250000
93e,50359,6,0.081360,0.437988,9.945312,0.000000,0.000000,0.000000,0.787109,96468.664062,25.250000
957,50868,6,0.033508,0.571777,9.843750,0.000000,0.000000,0.000000,0.691406,96471.296875,25.250000
970,51377,6,0.023941,0.600586,9.914062,0.000000,0.000000,0.000000,0.513672,96476.171875,25.250000
989,51886,6,0.275146,0.653320,9.984375,0.000000,0.000000,0.000000,0.345703,96480.812500,25.500000
9a2,52395,6,-0.038300,0.634277,10.000000,0.000000,0.000000,0.000000,0.146484,96486.250000,25.250000
9bb,52904,6,0.026321,0.473877,10.789062,0.000000,0.000000,0.000000,0.041016,96489.132812,25.250000
9d4,53413,6,-0.148438,0.567383,10.562500,0.000000,0.000000,0.000000,-0.007812,96490.492188,25.500000
9ed,53922,6,-0.059845,0.809082,10.296875,0.000000,0.000000,0.000000,0.027344,96489.546875,25.500000
a06,54431,6,0.090942,0.653320,9.859375,0.000000,0.000000,0.000000,-0.119141,96493.562500,25.250000
a1f,54940,6,-0.086182,0.727539,10.070312,0.000000,0.000000,0.000000,-0.115234,96493.453125,25.500000
a38,55449,6,0.114868,0.687012,9.890625,0.000000,0.000000,0.000000,-0.128906,96493.796875,25.500000
a51,55958,6,0.093323,0.751465,9.671875,0.000000,0.000000,0.000000,-0.058594,96491.875000,25.500000
a6a,56467,6,-0.002394,0.890625,9.750000,0.000000,0.000000,0.000000,-0.134766,96493.960938,25.500000
a83,56976,6,0.081360,0.610352,9.960938,0.000000,0.000000,0.000000,-0.097656,96492.945312,25.500000
a9c,57485,6,0.131592,0.706055,9.835938,0.000000,0.000000,0.000000,-0.109375,96493.281250,25.500000
ab5,57994,6,0.067017,0.880859,9.914062,0.000000,0.000000,0.000000,-0.035156,96491.250000,25.500000
ace,58503,6,0.100525,0.854492,9.882812,0.000000,0.000000,0.000000,-0.125000,96493.703125,25.500000
ae7,59012,6,0.076599,0.639160,9.976562,0.000000,0.000000,0.000000,-0.093750,96492.851562,25.500000
b00,59521,6,0.275146,0.531250,9.757812,0.000000,0.000000,0.000000,-0.138672,96494.093750,25.500000
b19,60030,6,0.031113,0.722656,9.867188,0.000000,0.000000,0.000000,-0.105469,96493.195312,25.500000
b32,60539,6,0.246582,0.663086,9.687500,0.000000,0.000000,0.000000,-0.078125,96492.406250,25.500000
b4b,61048,6,0.038300,0.722656,9.773438,0.000000,0.000000,0.000000,-0.156250,96494.554688,25.500000
b64,61557,6,0.067017,0.751465,9.750000,0.000000,0.000000,0.000000,-0.160156,96494.664062,25.500000
b7d,62066,6,0.246582,0.569336,9.718750,0.000000,0.000000,0.000000,-0.130859,96493.875000,25.500000
b96,62575,6,0.236938,0.734863,9.914062,0.000000,0.000000,0.000000,-0.093750,96492.851562,25.500000
baf,63084,6,0.203491,0.612793,9.718750,0.000000,0.000000,0.000000,-0.199219,96495.742188,25.500000
bc8,63593,6,0.220215,0.701172,9.695312,0.000000,0.000000,0.000000,-0.144531,96494.265625,25.500000
be1,64102,6,0.124451,0.406982,9.914062,0.000000,0.000000,0.000000,-0.226562,96496.476562,25.500000
bfa,64611,6,-0.162720,0.473877,10.320312,0.000000,0.000000,0.000000,-0.242188,96496.929688,25.500000
c13,65120,6,-0.533691,0.390137,10.000000,0.000000,0.000000,0.000000,-0.273438,96497.781250,25.500000
c2c,65629,6,-0.650879,0.349365,9.828125,0.000000,0.000000,0.000000,-0.361328,96500.218750,25.500000
c45,66138,6,-0.141235,0.409180,9.859375,0.000000,0.000000,0.000000,-0.250000,96497.156250,25.500000
c5e,66647,6,0.545410,0.136353,9.734375,0.000000,0.000000,0.000000,-0.185547,96495.406250,25.500000
c77,67156,6,-0.964844,0.541016,9.742188,0.000000,0.000000,0.000000,-0.207031,96495.968750,25.500000
c90,67665,6,0.038300,0.236938,9.679688,0.000000,0.000000,0.000000,-0.082031,96492.515625,25.500000
ca9,68174,6,0.114868,-0.071777,9.414062,0.000000,0.000000,0.000000,-0.097656,96492.984375,25.500000
cc2,68683,6,0.246582,0.440430,9.828125,0.000000,0.000000,0.000000,-0.212891,96496.156250,25.500000
cdb,69192,6,0.418945,0.588867,10.062500,0.000000,0.000000,0.000000,-0.107422,96493.210938,25.500000
cf4,69701,6,0.313477,0.538574,9.960938,0.000000,0.000000,0.000000,-0.212891,96496.125000,25.500000
d0d,140741,1,0.291992,1.606445,9.835938,0.000000,0.000000,0.000000,0.296875,94895.593750,0.000000
d26,141764,1,0.277588,1.541016,9.789062,0.000000,0.000000,0.000000,0.337891,94894.476562,0.000000
d3f,142786,1,0.280029,1.562500,9.828125,0.000000,0.000000,0.000000,0.406250,94892.656250,0.000000
d58,143809,1,0.294434,1.572266,9.828125,0.000000,0.000000,0.000000,0.287109,94895.882812,0.000000
d71,144832,1,0.299072,1.586914,9.828125,0.000000,0.000000,0.000000,0.169922,94899.031250,0.000000
d8a,145855,1,0.299072,1.603516,9.820312,0.000000,0.000000,0.000000,0.166016,94899.109375,0.000000
da3,146877,1,0.296875,1.588867,9.843750,0.000000,0.000000,0.000000,0.341797,94894.359375,0.000000
dbc,147900,1,0.284668,1.577148,9.812500,0.000000,0.000000,0.000000,0.306641,94895.320312,0.000000
dd5,148923,1,0.287109,1.591797,9.828125,0.000000,0.000000,0.000000,0.234375,94897.289062,0.000000
dee,149946,1,0.284668,1.598633,9.828125,0.000000,0.000000,0.000000,0.238281,94897.187500,0.000000
e07,150968,1,0.268066,1.572266,9.828125,0.000000,0.000000,0.000000,0.285156,94895.929688,0.000000
e20,151991,1,0.299072,1.550781,9.789062,0.000000,0.000000,0.000000,0.287109,94895.882812,0.000000
e39,153014,1,0.282471,1.570312,9.828125,0.000000,0.000000,0.000000,0.199219,94898.250000,0.000000
e52,154037,1,0.280029,1.560547,9.835938,0.000000,0.000000,0.000000,0.273438,94896.218750,0.000000
e6b,155059,1,0.303955,1.558594,9.843750,0.000000,0.000000,0.000000,0.429688,94892.031250,0.000000
e84,156082,1,0.256104,1.548828,9.828125,0.000000,0.000000,0.000000,0.216797,94897.750000,0.000000
e9d,157105,1,0.287109,1.575195,9.804688,0.000000,0.000000,0.000000,0.246094,94896.953125,0.000000
eb6,158128,1,0.282471,1.560547,9.828125,0.000000,0.000000,0.000000,0.341797,94894.406250,0.000000
ecf,159150,1,0.306396,1.555664,9.843750,0.000000,0.000000,0.000000,0.318359,94895.031250,0.000000
ee8,160173,1,0.272705,1.567383,9.835938,0.000000,0.000000,0.000000,0.292969,94895.718750,0.000000
f01,161196,1,0.280029,1.558594,9.843750,0.000000,0.000000,0.000000,0.187500,94898.523438,0.000000
f1a,162219,1,0.291992,1.550781,9.828125,0.000000,0.000000,0.000000,0.328125,94894.750000,0.000000
f33,163241,1,0.291992,1.565430,9.820312,0.000000,0.000000,0.000000,0.242188,94897.062500,0.000000
f4c,164264,1,0.294434,1.565430,9.828125,0.000000,0.000000,0.000000,0.238281,94897.187500,0.000000
f65,165287,1,0.284668,1.548828,9.796875,0.000000,0.000000,0.000000,0.296875,94895.593750,0.000000
f7e,166310,1,0.272705,1.534180,9.812500,0.000000,0.000000,0.000000,0.345703,94894.281250,0.000000
f97,167332,1,0.282471,1.548828,9.820312,0.000000,0.000000,0.000000,0.445312,94891.593750,0.000000
fb0,168355,1,0.270508,1.562500,9.851562,0.000000,0.000000,0.000000,0.402344,94892.765625,0.000000
fc9,169378,1,0.282471,1.558594,9.820312,0.000000,0.000000,0.000000,0.369141,94893.625000,0.000000
fe2,170401,1,0.275146,1.562500,9.835938,0.000000,0.000000,0.000000,0.343750,94894.304688,0.000000
ffb,171423,1,0.284668,1.567383,9.828125,0.000000,0.000000,0.000000,0.244141,94897.000000,0.000000
1014,172446,1,0.299072,1.553711,9.820312,0.000000,0.000000,0.000000,0.382812,94893.289062,0.000000
102d,173469,1,0.277588,1.565430,9.828125,0.000000,0.000000,0.000000,0.267578,94896.390625,0.000000
1046,174491,1,0.294434,1.543945,9.812500,0.000000,0.000000,0.000000,0.220703,94897.671875,0.000000
105f,175514,1,0.270508,1.543945,9.820312,0.000000,0.000000,0.000000,0.283203,94895.984375,0.000000
1078,176537,1,0.282471,1.541016,9.812500,0.000000,0.000000,0.000000,0.382812,94893.289062,0.000000
1091,177560,1,0.296875,1.570312,9.828125,0.000000,0.000000,0.000000,0.281250,94896.000000,0.000000
10aa,178582,1,0.280029,1.541016,9.843750,0.000000,0.000000,0.000000,0.193359,94898.375000,0.000000
10c3,179605,1,0.270508,1.541016,9.820312,0.000000,0.000000,0.000000,0.261719,94896.515625,0.000000
10dc,180628,1,0.294434,1.553711,9.828125,0.000000,0.000000,0.000000,0.224609,94897.531250,0.000000
10f5,181651,1,0.294434,1.550781,9.828125,0.000000,0.000000,0.000000,0.140625,94896.265625,0.000000
110e,182673,1,0.303955,1.548828,9.820312,0.000000,0.000000,0.000000,0.144531,94899.703125,0.000000
1127,183696,1,0.284668,1.560547,9.828125,0.000000,0.000000,0.000000,0.238281,94897.187500,0.000000
1140,184719,1,0.277588,1.601562,9.820312,0.000000,0.000000,0.000000,0.212891,94897.843750,0.000000
1159,185742,1,-0.234619,1.996094,9.789062,0.000000,0.000000,0.000000,0.242188,94897.062500,0.000000
1172,186764,1,0.208252,1.692383,9.820312,0.000000,0.000000,0.000000,0.193359,94898.375000,0.000000
118b,187787,1,0.119690,1.009766,8.757812,0.000000,0.000000,0.000000,0.238281,94897.187500,0.000000
11a4,188810,1,0.258545,1.539062,9.835938,0.000000,0.000000,0.000000,0.169922,94899.046875,0.000000
11bd,189833,1,0.258545,1.562500,9.828125,0.000000,0.000000,0.000000,0.281250,94896.000000,0.000000
11d6,190855,1,0.248901,1.550781,9.820312,0.000000,0.000000,0.000000,0.234375,94897.289062,0.000000
11ef,191878,1,0.234619,1.550781,9.828125,0.000000,0.000000,0.000000,0.244141,94897.000000,0.000000
1208,96952,1,-0.083740,0.895020,9.914062,0.000000,0.000000,0.000000,-0.130859,94933.828125,0.000000
1221,97463,1,-0.045471,0.909668,9.851562,0.000000,0.000000,0.000000,0.005859,94930.148438,0.000000
123a,97973,1,-0.083740,0.873535,9.976562,0.000000,0.000000,0.000000,-0.041016,94931.406250,0.000000
1253,98484,1,-0.028717,0.928711,9.953125,0.000000,0.000000,0.000000,-0.027344,94931.046875,0.000000
126c,98989,1,-0.134033,0.909668,9.976562,0.000000,0.000000,0.000000,-0.003906,94930.046875,0.000000
1285,99500,1,-0.086182,0.962402,9.976562,0.000000,0.000000,0.000000,-0.117188,94933.445312,0.000000
129e,100009,1,-0.088562,0.933594,9.898438,0.000000,0.000000,0.000000,-0.015625,94930.703125,0.000000
12b7,100519,1,-0.098145,0.904785,9.914062,0.000000,0.000000,0.000000,-0.091797,94932.765625,0.000000
12d0,101030,1,-0.028717,0.969238,9.929688,0.000000,0.000000,0.000000,-0.076172,94932.359375,0.000000
12e9,101540,1,-0.052643,0.883301,9.882812,0.000000,0.000000,0.000000,-0.205078,94935.828125,0.000000
1302,102049,1,-0.067017,0.902344,9.945312,0.000000,0.000000,0.000000,-0.146484,94934.250000,0.000000
131b,102561,1,-0.138794,0.933594,9.968750,0.000000,0.000000,0.000000,-0.093750,94932.843750,0.000000
1334,103070,1,-0.071777,0.936035,9.914062,0.000000,0.000000,0.000000,-0.103516,94933.109375,0.000000
134d,103579,1,-0.138794,0.936035,9.921875,0.000000,0.000000,0.000000,-0.126953,94933.742188,0.000000
1366,104089,1,-0.143555,0.959961,9.953125,0.000000,0.000000,0.000000,-0.103516,94933.117188,0.000000
137f,104600,1,-0.040680,0.868652,9.929688,0.000000,0.000000,0.000000,-0.060547,94931.953125,0.000000
1398,105110,1,-0.055054,0.942871,9.914062,0.000000,0.000000,0.000000,-0.035156,94931.265625,0.000000
13b1,105621,1,-0.057434,0.861816,9.859375,0.000000,0.000000,0.000000,-0.048828,94931.609375,0.000000
13ca,106131,1,-0.141235,0.830566,9.945312,0.000000,0.000000,0.000000,-0.105469,94933.140625,0.000000
13e3,106642,1,-0.019150,0.892578,9.882812,0.000000,0.000000,0.000000,-0.066406,94932.117188,0.000000
13fc,107152,1,-0.095764,0.914551,9.929688,0.000000,0.000000,0.000000,0.058594,94928.718750,0.000000
1415,107661,1,-0.107727,0.909668,10.007812,0.000000,0.000000,0.000000,-0.019531,94930.812500,0.000000
142e,108172,1,-0.074219,0.936035,9.960938,0.000000,0.000000,0.000000,0.005859,94930.125000,0.000000
1447,108682,1,-0.148438,0.885742,9.976562,0.000000,0.000000,0.000000,0.021484,94929.718750,0.000000
1460,109193,1,-0.134033,0.904785,9.882812,0.000000,0.000000,0.000000,-0.035156,94931.265625,0.000000
1479,109703,1,-0.062225,1.000000,9.953125,0.000000,0.000000,0.000000,-0.148438,94934.328125,0.000000
1492,110212,1,-0.043091,0.976562,9.945312,0.000000,0.000000,0.000000,-0.107422,94933.187500,0.000000
14ab,110724,1,-0.119690,0.923828,9.945312,0.000000,0.000000,0.000000,0.000000,94930.296875,0.000000
14c4,111230,1,-0.095764,0.921387,9.906250,0.000000,0.000000,0.000000,-0.046875,94931.546875,0.000000
14dd,111740,1,-0.150757,0.904785,9.945312,0.000000,0.000000,0.000000,-0.123047,94933.625000,0.000000
14f6,112249,1,-0.117310,0.897461,9.937500,0.000000,0.000000,0.000000,-0.066406,94932.093750,0.000000
150f,112761,1,-0.174683,0.849609,9.968750,0.000000,0.000000,0.000000,-0.148438,94934.312500,0.000000
1528,111981,6,-0.157959,0.823242,9.921875,0.000000,0.000000,0.000000,-0.140625,94931.007812,0.000000
1541,112490,6,-0.160400,0.835449,9.953125,0.000000,0.000000,0.000000,0.066406,94925.406250,0.000000
155a,112999,6,-0.122070,0.830566,9.890625,0.000000,0.000000,0.000000,0.027344,94926.421875,0.000000
1573,113508,6,-0.095764,0.830566,9.914062,0.000000,0.000000,0.000000,-0.009766,94927.445312,0.000000
158c,114017,6,-0.148438,0.859375,9.906250,0.000000,0.000000,0.000000,-0.097656,94929.820312,0.000000
15a5,114526,6,-0.124451,0.813965,9.914062,0.000000,0.000000,0.000000,-0.097656,94929.820312,0.000000
15be,115035,6,-0.141235,0.833008,9.914062,0.000000,0.000000,0.000000,-0.035156,94928.125000,0.000000
15d7,115544,6,-0.145996,0.809082,9.914062,0.000000,0.000000,0.000000,0.009766,94926.921875,0.000000
15f0,116053,6,-0.150757,0.859375,9.968750,0.000000,0.000000,0.000000,0.021484,94926.593750,0.000000
1609,116562,6,-0.119690,0.854492,9.929688,0.000000,0.000000,0.000000,0.009766,94926.937500,0.000000
1622,117071,6,-0.181885,0.813965,9.921875,0.000000,0.000000,0.000000,-0.074219,94929.187500,0.000000
163b,117580,6,-0.205811,0.859375,9.945312,0.000000,0.000000,0.000000,0.044922,94925.968750,0.000000
1654,118089,6,-0.153198,0.813965,9.929688,0.000000,0.000000,0.000000,-0.015625,94927.609375,0.000000
166d,118598,6,-0.153198,0.837891,9.914062,0.000000,0.000000,0.000000,0.017578,94926.742188,0.000000
1686,119107,6,-0.122070,0.792480,9.921875,0.000000,0.000000,0.000000,-0.066406,94928.968750,0.000000
169f,119616,6,-0.143555,0.852051,9.882812,0.000000,0.000000,0.000000,-0.052734,94928.640625,0.000000
16b8,120125,6,-0.162720,0.785156,9.929688,0.000000,0.000000,0.000000,0.041016,94926.062500,0.000000
16d1,120634,6,-0.160400,0.833008,9.953125,0.000000,0.000000,0.000000,-0.035156,94928.125000,0.000000
16ea,121143,6,-0.172363,0.873535,9.906250,0.000000,0.000000,0.000000,-0.070312,94929.070312,0.000000
1703,121652,6,-0.150757,0.849609,9.945312,0.000000,0.000000,0.000000,0.046875,94925.898438,0.000000
171c,122161,6,-0.162720,0.844727,9.914062,0.000000,0.000000,0.000000,0.009766,94926.937500,0.000000
1735,122670,6,-0.167480,0.818359,9.914062,0.000000,0.000000,0.000000,0.005859,94927.031250,0.000000
174e,123179,6,-0.153198,0.868652,9.953125,0.000000,0.000000,0.000000,0.027344,94926.421875,0.000000
1767,123688,6,-0.110107,0.878418,9.914062,0.000000,0.000000,0.000000,0.068359,94925.328125,0.000000
1780,124197,6,-0.148438,0.847168,9.937500,0.000000,0.000000,0.000000,-0.013672,94927.546875,0.000000
1799,124706,6,-0.143555,0.775391,9.921875,0.000000,0.000000,0.000000,0.072266,94925.234375,0.000000
17b2,125215,6,-0.167480,0.816406,9.914062,0.000000,0.000000,0.000000,0.035156,94926.085938,0.000000
17cb,125724,6,-0.148438,0.885742,9.906250,0.000000,0.000000,0.000000,0.066406,94925.406250,0.000000
17e4,126233,6,-0.148438,0.833008,9.898438,0.000000,0.000000,0.000000,0.017578,94926.742188,0.000000
17fd,126742,6,-0.153198,0.837891,9.921875,0.000000,0.000000,0.000000,0.023438,94926.578125,0.000000
1816,127251,6,-0.088562,0.801758,9.906250,0.000000,0.000000,0.000000,0.111328,94924.195312,0.000000
182f,127760,6,-0.141235,0.825684,9.937500,0.000000,0.000000,0.000000,-0.003906,94927.281250,0.000000
1848,128269,6,-0.198608,0.820801,9.921875,0.000000,0.000000,0.000000,0.066406,94925.406250,0.000000
1861,128778,6,-0.222656,0.828125,9.914062,0.000000,0.000000,0.000000,0.072266,94925.234375,0.000000
187a,129287,6,-0.124451,0.823242,9.906250,0.000000,0.000000,0.000000,0.046875,94925.898438,0.000000
1893,129796,6,-0.110107,0.854492,9.914062,0.000000,0.000000,0.000000,-0.148438,94931.187500,0.000000
18ac,130305,6,-0.186646,0.806641,9.890625,0.000000,0.000000,0.000000,-0.027344,94927.937500,0.000000
